Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level,metal_oxide_mean,metal_oxide_std,CO2_mean,CO2_diff
1,18.34,49.21,78.87,620.96,557.1,789.97,745.84,704.99,1,Low Activity,699.4750000000001,101.0612258320008,349.915,-542.09
0,21.82,57.31,138.45,540.7,454.11,703.35,700.058,592.06,1,Low Activity,612.3945,117.50924366902659,339.57500000000005,-402.25000000000006
1,18.29,49.39,73.9,623.01,565.84,789.85,752.1,702.22,1,Moderate Activity,702.5025,97.9221059056636,348.455,-549.11
3,24.4,42.96,108.95,600.54,410.55,724.54,698.22,613.2,2,Moderate Activity,611.6275,142.222979243862,354.745,-491.59
1,18.44,48.34,65.89,578.93,565.59,798.93,759.01,707.82,1,Low Activity,707.8375,101.89998343964534,322.40999999999997,-513.04
1,17.99,48.15,65.07,630.12,567.76,786.59,765.74,713.09,1,Low Activity,708.2950000000001,98.66291653909286,347.595,-565.05
1,17.82,48.49,69.85,628.95,553.44,782.77,760.69,706.86,1,Moderate Activity,700.94,103.37231705506717,349.40000000000003,-559.1
1,19.13,47.24,72.17,628.71,538.54,781.16,747.56,687.71,1,Low Activity,688.7425,107.33491149202108,350.44,-556.5400000000001
1,19.35,47.73,75.02,628.89,522.41,780.14,735.96,678.61,1,Moderate Activity,679.28,112.53741274201514,351.955,-553.87
0,20.94,57.07,128.2,556.32,437.28,706.83,661.616,577.47,1,Low Activity,595.799,118.49611252695172,342.26,-428.12000000000006
1,19.42,57.26,108.09,602.04,474.42,555.97,683.65,618.42,2,Moderate Activity,583.115,89.26586376288154,355.065,-493.94999999999993
1,19.35,48.79,81.79,614.65,521.93,770.48,727.81,671.02,1,Moderate Activity,672.81,108.5240486405356,348.21999999999997,-532.86
3,22.07,45.61,117.54,578.93,434.25,586.28,699.6600000000001,628.37,1,Low Activity,587.14,112.15577708407776,348.23499999999996,-461.38999999999993
1,19.7,49.55,88.69,622.96,502.44,762.67,725.88,662.15,1,Low Activity,663.285,114.98973070090504,355.82500000000005,-534.27
1,19.86,49.25,94.77,618.19,521.46,765.21,721.9000000000001,662.13,1,Low Activity,667.6750000000001,106.24343132636484,356.48,-523.4200000000001
1,20.09,49.68,94.68,608.26,511.4,759.89,714.8,647.42,1,Moderate Activity,658.3774999999999,108.33703348809215,351.47,-513.5799999999999
2,21.17,47.01,109.16,581.63,439.33,712.35,669.7,608.18,2,Low Activity,607.39,119.92209332173397,345.395,-472.47
1,20.3,49.85,94.97,609.2,508.95,762.68,851.0,643.11,1,High Activity,691.4350000000001,148.51814715156303,352.08500000000004,-514.23
0,18.86,53.29,122.97,590.41,446.28,746.14,710.54,637.39,1,High Activity,635.0875,133.76510640546982,356.69,-467.43999999999994
3,20.51,51.16,131.41,578.93,444.36,717.31,698.4959999999999,589.6,1,Low Activity,612.4415,125.40056356465595,355.16999999999996,-447.52
1,20.02,51.34,91.05,608.88,497.1,578.4,894.18,638.47,1,Moderate Activity,652.0374999999999,171.50818996479435,349.965,-517.83
1,19.48,52.51,92.7,607.77,506.1,757.47,706.37,639.82,1,Moderate Activity,652.44,108.80319511239854,350.235,-515.0699999999999
1,19.72,52.2,89.8,611.03,496.43,753.54,705.0319999999999,638.41,1,Moderate Activity,648.353,111.7381987624047,350.41499999999996,-521.23
2,19.4,53.3,87.41,610.31,476.34,754.98,702.08,627.44,2,Low Activity,640.21,121.12871886275913,348.85999999999996,-522.9
2,22.55,51.99,100.66,573.54,462.94,703.92,653.0,584.99,1,Low Activity,601.2125,104.26445459343594,337.09999999999997,-472.88
3,23.49,51.15,129.18,551.31,448.2,715.2,659.62,593.43,1,Low Activity,604.1125,115.24515705659829,340.245,-422.12999999999994
2,19.22,53.29,93.02,614.86,520.05,754.45,718.18,646.64,2,Low Activity,659.8299999999999,103.39260353945379,353.94,-521.84
2,24.38,47.91,109.29,541.86,394.99,720.95,644.01,562.79,2,Low Activity,580.685,139.62711042869387,325.575,-432.57
2,18.72,53.71,75.56,617.11,540.78,758.01,718.646,657.45,1,Moderate Activity,668.7215,94.79972937197658,346.33500000000004,-541.55
2,19.0,53.36,90.75,612.82,495.46,754.91,709.58,635.68,1,Low Activity,648.9074999999999,113.48830229734399,351.785,-522.07
2,18.84,54.27,99.16,605.57,449.74,754.81,697.37,636.18,2,Moderate Activity,634.525,132.37095665842511,352.365,-506.4100000000001
0,18.82,53.44,125.07,592.89,459.55,741.37,724.154,631.38,1,High Activity,639.1135,129.0880009747872,358.98,-467.82
3,23.61,51.38,144.24,552.97,430.02,706.27,670.41,595.98,1,Low Activity,600.67,122.68991564101754,348.605,-408.73
1,19.71,59.1,131.35,548.87,474.18,703.01,637.25,563.55,2,Low Activity,594.4975,98.38154887138813,340.11,-417.52
2,18.74,52.62,72.93,627.33,548.85,775.71,730.48,687.48,1,Low Activity,685.63,98.04441136546234,350.13,-554.4000000000001
2,18.85,52.01,60.78,617.75,551.5,775.67,738.79,686.92,1,Moderate Activity,688.22,98.14763675198704,339.265,-556.97
2,18.73,52.16,71.25,578.93,566.69,778.77,737.8,686.57,1,Moderate Activity,692.4575000000001,91.9382341121835,325.09,-507.67999999999995
2,19.3,46.45,82.89,600.85,527.69,751.78,718.06,664.31,0,Low Activity,665.46,98.65731566048878,341.87,-517.96
0,21.2,53.64,123.9,536.07,457.26,652.31,581.75,522.06,4,Low Activity,553.345,83.29064313194688,329.985,-412.1700000000001
1,15.97,45.33,70.1,617.23,607.72,796.09,766.38,718.23,0,Low Activity,722.105,82.73048551370488,343.665,-547.13
2,20.4,50.52,78.37,622.48,508.81,768.41,723.138,668.37,1,Moderate Activity,667.182,113.22732833846547,350.425,-544.11
2,20.29,51.09,76.92,611.08,516.27,767.14,734.29,667.16,1,Moderate Activity,671.2149999999999,111.3619583460468,344.0,-534.1600000000001
2,20.27,51.43,89.24,610.86,513.38,760.86,717.98,663.97,1,Low Activity,664.0475,107.9846845236243,350.05,-521.62
0,21.94,50.96,112.45,552.42,473.13,739.37,694.82,627.41,1,Low Activity,633.6825,116.5105017798825,332.435,-439.96999999999997
3,22.64,45.84,120.17,590.9,465.97,731.08,676.96,610.58,1,Moderate Activity,621.1475,114.58900219916396,355.53499999999997,-470.72999999999996
3,23.89,51.08,167.23,547.1,423.19,704.99,658.87,590.13,1,Low Activity,594.2950000000001,123.44713024881003,357.165,-379.87
2,20.2,52.27,83.08,609.96,502.07,749.25,707.95,657.03,1,Moderate Activity,654.075,108.12808500415915,346.52000000000004,-526.88
2,20.16,52.5,94.42,609.26,508.61,752.72,707.09,646.25,1,Low Activity,653.6675,106.08496417966121,351.84,-514.84
2,20.7,50.96,107.78,581.21,483.34,730.48,684.74,618.41,1,Moderate Activity,629.2425,107.6009393933591,344.495,-473.43000000000006
2,20.22,52.72,91.37,616.76,510.63,751.1,710.7239999999999,649.9,1,Low Activity,655.5885,105.2104173343432,354.065,-525.39
2,20.46,51.99,89.68,606.33,508.99,755.02,707.19,645.19,1,Moderate Activity,654.0975000000001,106.67660579995972,348.005,-516.6500000000001
2,20.18,52.69,91.12,608.24,493.27,747.13,710.61,625.61,1,High Activity,644.1550000000001,112.73910575601826,349.68,-517.12
2,20.45,52.49,94.8,599.87,505.87,749.05,704.05,640.6,1,Moderate Activity,649.8925,105.82072209638334,347.335,-505.07
1,17.22,50.65,118.82,581.46,498.28,740.94,701.41,639.87,1,Moderate Activity,645.125,106.36350329569507,350.14,-462.64000000000004
2,19.67,54.4,90.01,578.93,501.66,749.43,893.82,631.0,1,Low Activity,693.9775,167.29633476260022,334.46999999999997,-488.91999999999996
2,17.95,52.7,24.2,594.05,474.63,741.42,700.18,644.12,1,Low Activity,640.0875,117.29141695651333,309.125,-569.8499999999999
2,20.03,53.67,99.66,608.14,494.96,740.67,711.17,637.67,1,High Activity,646.1175,109.68432442696631,353.9,-508.48
2,18.56,45.71,103.77,595.87,487.79,742.43,703.6380000000001,646.99,2,Moderate Activity,645.212,112.02646170734246,349.82,-492.1
3,22.08,52.68,103.74,543.93,464.07,713.47,640.08,570.5,1,Low Activity,597.03,106.13478631752488,323.835,-440.18999999999994
1,18.35,45.29,76.58,614.13,524.75,780.85,761.668,675.32,0,Low Activity,685.647,116.67232632176894,345.355,-537.55
1,19.8,55.51,119.95,564.0,468.08,731.3,684.51,617.6,1,Moderate Activity,625.3725,114.77401197570815,341.975,-444.05
2,19.65,49.71,71.5,619.67,554.61,769.6,732.86,690.02,1,Moderate Activity,686.7725,93.91827134091996,345.585,-548.17
2,19.17,50.63,70.89,623.01,546.24,762.16,727.15,667.63,1,Moderate Activity,675.7950000000001,94.7759014728955,346.95,-552.12
2,20.88,54.43,127.84,578.93,435.12,690.11,624.59,555.69,2,Low Activity,576.3775,108.99721812199307,353.385,-451.0899999999999
2,18.89,52.21,71.56,622.08,533.79,763.69,718.19,657.92,1,Low Activity,668.3975,99.64756340055021,346.82000000000005,-550.52
0,22.0,52.91,123.15,558.31,436.15,688.54,639.05,571.52,3,Moderate Activity,583.815,109.50547946716334,340.72999999999996,-435.15999999999997
2,18.94,53.18,76.64,578.93,519.56,764.21,715.18,648.01,1,Moderate Activity,661.74,106.08110073586784,327.78499999999997,-502.28999999999996
0,19.65,50.93,118.7,589.06,447.66,743.05,708.65,634.82,1,Moderate Activity,633.5450000000001,131.89258874806671,353.88,-470.35999999999996
2,19.08,53.35,83.83,617.4,505.18,760.87,714.09,633.91,1,Moderate Activity,653.5124999999999,111.92565222057007,350.615,-533.5699999999999
1,20.16,49.06,77.29,597.04,535.37,750.25,711.48,647.79,0,High Activity,661.2225,93.93436693599776,337.16499999999996,-519.75
2,21.05,49.44,83.17,614.26,506.75,750.55,711.44,640.21,1,Moderate Activity,652.2375,107.20938558882487,348.715,-531.09
3,25.64,48.38,117.78,547.71,476.03,680.65,596.7860000000001,542.2,2,Moderate Activity,573.9165,86.60784665567742,332.745,-429.93000000000006
2,18.27,53.64,79.42,595.93,532.98,755.4,719.29,658.78,1,Moderate Activity,666.6125,97.59974773703736,337.67499999999995,-516.51
2,22.42,48.63,91.04,607.64,501.43,742.49,689.68,628.16,1,Low Activity,640.4399999999999,103.78400422672722,349.34,-516.6
0,18.88,48.56,124.97,586.26,466.83,733.12,679.73,604.35,1,Low Activity,621.0075,115.56487135659637,355.615,-461.28999999999996
3,24.48,49.23,110.89,594.61,450.68,701.58,544.93,579.03,1,Low Activity,569.0550000000001,103.69351072592089,352.75,-483.72
3,23.29,47.79,94.26,608.44,499.29,744.34,679.75,604.42,1,Moderate Activity,631.95,105.31370376166628,351.35,-514.1800000000001
0,21.76,52.41,121.68,540.21,412.03,654.66,586.28,511.77,4,Low Activity,541.185,104.01344608591077,330.94500000000005,-418.53000000000003
0,21.26,57.47,117.54,543.29,459.45,713.63,668.83,612.59,1,Low Activity,613.625,110.78446626971973,330.41499999999996,-425.74999999999994
3,23.5,47.73,95.68,606.93,481.94,735.82,701.76,610.95,1,Moderate Activity,632.6175000000001,113.43813420392047,351.30499999999995,-511.24999999999994
3,23.9,47.23,93.56,604.31,495.16,741.53,684.88,611.61,1,Low Activity,633.2950000000001,106.34432268187457,348.93499999999995,-510.74999999999994
3,24.18,46.74,98.04,599.03,496.54,737.15,471.41,620.26,1,Moderate Activity,581.34,122.56585631134523,348.53499999999997,-500.98999999999995
3,24.29,46.8,96.76,597.72,493.84,730.16,674.202,609.14,1,Low Activity,626.8355,101.52252847356918,347.24,-500.96000000000004
3,24.51,46.34,98.43,600.81,494.75,727.62,681.41,606.44,1,High Activity,627.555,101.64706341060719,349.62,-502.37999999999994
3,24.37,46.79,99.35,602.35,486.6,739.85,681.07,615.31,1,Moderate Activity,630.7075,108.70835796601229,350.85,-503.0
3,24.35,46.98,104.63,603.55,492.71,728.47,683.862,615.41,1,Moderate Activity,630.1129999999999,102.72749886309248,354.09,-498.91999999999996
3,24.32,47.06,106.66,601.4,488.45,729.77,686.4859999999999,613.26,1,Low Activity,629.4915,105.60984314447208,354.03,-494.74
3,24.1,47.78,96.86,601.93,494.49,729.55,681.39,588.35,1,Moderate Activity,623.4449999999999,104.0463760381238,349.395,-505.06999999999994
3,24.08,47.79,101.13,599.76,491.75,735.43,682.69,615.15,1,Moderate Activity,631.255,105.22833252820585,350.445,-498.63
0,19.4,50.43,107.55,592.92,441.72,897.82,687.36,632.05,1,Low Activity,664.7375,187.65616365665514,350.23499999999996,-485.36999999999995
0,21.84,52.16,99.47,578.93,466.32,588.43,646.15,579.8,1,Low Activity,570.175,75.24171560156418,339.2,-479.4599999999999
1,19.06,53.15,99.79,552.94,499.97,747.29,708.27,644.87,1,High Activity,650.1,108.62169028329467,326.365,-453.15000000000003
1,18.86,48.97,78.51,598.45,502.93,745.04,719.15,639.75,1,Moderate Activity,651.7175,108.83806361593659,338.48,-519.94
2,18.54,52.91,104.59,561.24,479.09,706.33,635.0319999999999,560.25,1,Low Activity,595.1755,97.70618766314992,332.915,-456.65
3,25.32,46.53,113.1,572.38,444.39,718.92,668.9,610.02,1,Low Activity,610.5575,119.38481991023816,342.74,-459.28
3,24.97,46.87,100.4,599.06,376.88,821.12,641.598,598.53,2,Low Activity,609.5319999999999,182.6159058497735,349.72999999999996,-498.65999999999997
3,24.88,47.2,111.29,599.68,367.76,719.19,657.16,597.42,2,Low Activity,585.3825,153.36330555796803,355.48499999999996,-488.38999999999993
1,17.17,52.73,84.26,607.21,532.18,762.25,711.91,647.67,1,Moderate Activity,663.5024999999999,99.31535946166636,345.735,-522.95
2,22.29,46.73,82.12,560.7,481.19,616.19,701.46,652.74,0,Moderate Activity,612.895,94.49593871343538,321.41,-478.58000000000004
3,25.62,45.34,111.03,595.57,399.37,714.31,678.42,583.48,2,Low Activity,593.895,140.94052610941964,353.3,-484.5400000000001
3,25.46,45.47,103.13,596.99,389.3,713.95,668.06,592.48,2,Low Activity,590.9475,143.4573287020685,350.06,-493.86
3,25.35,45.6,105.32,597.74,393.78,718.18,802.68,587.47,2,Low Activity,625.5274999999999,178.06625272165786,351.53,-492.42
3,25.58,45.13,108.54,601.2,411.04,682.74,596.11,523.25,2,High Activity,553.285,115.07724782365393,354.87,-492.66
1,20.42,57.43,132.04,559.17,462.43,716.01,665.01,590.52,1,Low Activity,608.4925000000001,110.1688178433444,345.60499999999996,-427.13
0,20.49,57.04,117.56,548.78,460.61,632.31,680.29,603.74,1,Low Activity,594.2375,94.51834791016326,333.16999999999996,-431.21999999999997
2,18.41,48.78,98.49,599.33,478.52,746.98,671.1199999999999,641.93,0,Low Activity,634.6374999999999,113.10417686805383,348.91,-500.84000000000003
1,17.27,53.08,130.63,576.99,481.75,723.48,673.41,608.6,2,Moderate Activity,621.81,104.5476870459919,353.81,-446.36
2,18.46,53.49,79.11,589.62,475.06,741.39,709.57,623.08,0,Low Activity,637.275,119.13816139256137,334.365,-510.51
3,22.3,51.86,124.94,537.84,405.63,631.26,570.25,496.37,4,Low Activity,525.8774999999999,97.30458001382394,331.39,-412.90000000000003
3,22.36,46.67,126.92,586.63,436.76,722.57,679.038,623.04,2,Low Activity,615.352,125.83827442131167,356.775,-459.71
3,23.63,49.03,110.48,603.04,411.59,679.37,599.63,518.54,2,High Activity,552.2825,114.49301911033706,356.76,-492.55999999999995
3,23.47,49.29,105.25,598.24,407.63,688.54,637.9680000000001,533.43,1,Low Activity,566.892,124.27673926631108,351.745,-492.99
0,23.02,49.53,113.72,573.71,419.47,720.91,673.69,611.1,2,Low Activity,606.2925,132.4202311771128,343.71500000000003,-459.99
3,22.28,51.73,104.25,601.65,421.71,679.94,608.39,525.19,2,Low Activity,558.8075,111.14160288418856,352.95,-497.4
3,22.32,51.82,103.04,596.52,405.97,693.79,661.238,528.74,2,Low Activity,572.4345000000001,131.95056913228277,349.78,-493.47999999999996
1,16.94,50.98,115.48,585.08,492.01,740.17,701.98,645.38,1,High Activity,644.885,109.10252196901774,350.28000000000003,-469.6
3,21.62,53.47,99.87,601.47,418.28,691.29,614.74,536.93,2,Low Activity,565.31,116.52972524925418,350.67,-501.6
0,20.47,54.84,120.57,550.75,445.41,709.9,674.98,600.52,2,High Activity,607.7025,117.41810603565362,335.65999999999997,-430.18
1,17.86,41.17,56.04,630.96,593.22,798.8,764.98,715.12,0,Moderate Activity,718.03,90.02610658396075,343.5,-574.9200000000001
0,20.21,54.82,117.72,556.7,455.31,723.33,679.912,607.93,1,High Activity,616.6205,117.60007591125668,337.21000000000004,-438.98
0,20.01,51.85,101.08,552.45,487.55,744.0,702.32,643.78,1,Moderate Activity,644.4124999999999,112.3642776493787,326.76500000000004,-451.37000000000006
0,19.79,56.63,133.6,561.49,388.93,697.13,658.49,560.22,2,Low Activity,576.1925,137.50287521236297,347.545,-427.89
0,21.24,54.14,97.79,605.47,409.27,703.43,629.442,545.45,2,Low Activity,571.8979999999999,126.173613258346,351.63,-507.68
0,21.07,54.35,107.75,598.6,405.87,702.71,620.4,542.52,2,Low Activity,567.875,126.26407367101697,353.175,-490.85
0,21.12,54.15,201.63,600.14,412.95,688.01,618.76,545.34,2,Low Activity,566.265,117.64482549890015,400.885,-398.51
0,21.2,54.04,100.9,604.62,418.74,568.57,626.68,554.11,2,Low Activity,542.025,87.97034443492873,352.76,-503.72
0,20.99,54.46,102.26,598.96,421.98,701.82,637.37,560.96,2,Low Activity,580.5325,120.36491331917841,350.61,-496.70000000000005
1,19.58,52.96,109.11,576.16,404.51,702.01,626.36,566.41,2,Low Activity,574.8225,126.37232275436475,342.635,-467.04999999999995
0,22.26,53.85,132.13,559.83,415.94,694.69,632.08,562.85,2,Low Activity,576.39,119.75502800856981,345.98,-427.70000000000005
0,22.92,50.41,119.54,578.93,428.19,700.62,685.8199999999999,570.33,1,Low Activity,596.24,126.26940959709916,349.23499999999996,-459.38999999999993
0,20.68,55.38,111.03,600.46,418.34,695.35,626.54,546.78,2,Low Activity,571.7525,118.93560312903226,355.745,-489.43000000000006
0,20.66,55.34,102.65,597.5,420.91,698.69,620.97,550.53,2,Moderate Activity,572.7750000000001,117.94795956974698,350.075,-494.85
1,19.76,55.04,106.4,556.71,496.74,711.63,662.4,583.64,2,Low Activity,613.6025,94.06590256304352,331.555,-450.31000000000006
0,20.7,54.82,102.8,594.8,413.96,702.27,632.45,554.21,2,Low Activity,575.7225000000001,123.64218950261274,348.79999999999995,-491.99999999999994
0,20.63,54.93,103.18,596.64,427.2,706.22,630.56,549.97,2,Low Activity,578.4875,119.34305212984403,349.90999999999997,-493.46
0,20.56,55.09,105.79,599.48,438.51,704.82,636.46,567.4,2,Moderate Activity,586.7975,113.66782024096943,352.635,-493.69
0,20.53,55.01,107.61,595.81,431.36,708.93,646.38,561.32,2,Low Activity,586.9975000000001,120.10576072084689,351.71,-488.19999999999993
0,20.51,54.99,109.34,606.98,426.23,707.13,637.63,556.94,2,Low Activity,581.9825000000001,120.61579370740245,358.16,-497.64
0,20.42,55.28,108.23,596.7,442.08,701.47,650.4440000000001,559.01,2,Low Activity,588.251,113.88226161552409,352.46500000000003,-488.47
0,20.46,55.32,108.05,602.09,437.24,877.52,636.61,551.15,2,Low Activity,625.63,186.73260293799794,355.07,-494.04
0,20.16,56.08,106.44,596.16,441.28,712.9,640.64,555.69,2,Low Activity,587.6274999999999,116.82054481839513,351.29999999999995,-489.71999999999997
2,20.42,52.22,93.88,608.1,508.8,885.85,704.848,639.07,1,Low Activity,684.642,156.93964641224346,350.99,-514.22
0,20.08,56.23,108.56,578.93,433.93,707.82,643.39,559.29,2,Low Activity,586.1075,118.28269424701712,343.745,-470.36999999999995
1,18.94,55.85,117.02,578.93,514.18,740.69,699.05,613.98,1,Moderate Activity,641.9749999999999,100.19562349058302,347.97499999999997,-461.90999999999997
0,20.18,55.85,106.34,600.15,440.45,716.13,685.396,573.14,2,Low Activity,603.779,125.03225244178665,353.245,-493.80999999999995
3,24.6,51.07,117.41,542.18,472.93,854.01,658.1220000000001,525.34,2,Low Activity,627.6005,169.87544170460112,329.79499999999996,-424.77
2,18.87,49.95,121.34,579.49,496.08,725.26,677.35,605.68,2,Low Activity,626.0925,99.63507527472443,350.415,-458.15
0,20.64,44.88,113.75,586.18,446.32,569.74,662.458,586.69,2,Low Activity,566.302,89.57147434311887,349.965,-472.42999999999995
2,22.16,47.03,95.62,597.51,489.57,873.55,687.93,626.81,1,Low Activity,669.4649999999999,159.34585393623098,346.565,-501.89
1,19.69,59.18,128.9,549.89,484.8,733.11,696.91,628.78,1,High Activity,635.9000000000001,109.62650014176924,339.395,-420.99
3,23.51,50.66,118.56,559.66,447.19,712.84,665.67,615.55,1,Low Activity,610.3125,115.77668515292706,339.11,-441.09999999999997
0,20.36,53.35,94.97,607.54,444.77,725.05,677.42,592.58,1,Moderate Activity,609.9549999999999,122.99913292377306,351.255,-512.5699999999999
0,20.01,55.39,113.72,599.71,447.96,727.63,804.0,572.43,1,Moderate Activity,638.005,159.1688446273328,356.71500000000003,-485.99
0,20.65,47.85,108.66,591.54,372.42,701.46,631.84,536.8,2,Low Activity,560.6300000000001,142.47201596570935,350.09999999999997,-482.88
