Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
morning,19.32,55.68,118.52,598.02,469.52,744.11,703.92,628.86,medium,7241,ventilation_only,,Moderate Activity
morning,19.17,50.12,96.44,599.98,487.76,756.02,713.9,641.65,medium,7241,heating_active,dim,Moderate Activity
morning,19.11,48.63,88.9,608.42,506.2,772.1,716.38,663.28,medium,7241,heating_active,very_dim,Moderate Activity
morning,19.01,48.24,93.73,612.08,515.06,765.71,798.79,670.87,medium,7241,ventilation_only,very_bright,Low Activity
afternoon,17.54,47.5,71.54,628.31,518.85,634.51,735.76,683.23,,2105,HEATING_ACTIVE,,Moderate Activity
morning,18.78,48.13,81.91,612.98,545.95,768.79,836.82,664.89,medium,3856,ventilation_only,very_bright,Moderate Activity
afternoon,15.95,49.55,69.08,609.04,575.27,775.22,750.07,693.03,extremely low,6431,cooling_active,very_bright,Moderate Activity
evening,20.71,48.93,117.56,575.45,433.16,721.7,664.27,591.54,medium,6431,off,,Low Activity
afternoon,18.38,52.94,115.79,593.18,422.94,729.0,889.08,598.44,low,2105,maintenance_mode,bright,Low Activity
morning,18.53,48.54,76.1,,551.21,791.76,745.09,688.0,medium,3856,eco_mode,moderate,Low Activity
morning,18.49,48.8,76.09,621.16,532.78,791.94,803.05,701.76,low,3856,ventilation_only,very_bright,Moderate Activity
night,18.51,53.78,132.39,580.73,484.83,745.68,,616.3,low,7963,maintenance_mode,dim,High Activity
evening,22.08,45.84,114.92,580.1,431.79,722.32,,617.19,medium,6431,eco_mode,moderate,Low Activity
morning,18.36,49.22,69.31,623.79,558.64,782.84,741.07,713.2,low,3856,off,very_bright,Low Activity
morning,18.34,49.21,78.87,620.96,557.1,789.97,745.84,704.99,low,3856,ECO_MODE,bright,Low Activity
night,21.82,57.31,138.45,540.7,454.11,703.35,,592.06,low,8936,heating_active,moderate,Low Activity
morning,18.29,49.39,73.9,623.01,565.84,789.85,752.1,702.22,low,3856,ventilation_only,bright,ModerateActivity
evening,24.4,42.96,108.95,600.54,410.55,724.54,698.22,613.2,medium,8374,off,,Moderate Activity
morning,18.44,48.34,65.89,,565.59,798.93,759.01,707.82,low,3856,heating_active,very_bright,Low Activity
morning,18.31,48.22,75.34,625.17,561.94,787.22,531.79,696.74,,3856,ventilation_only,dim,Low Activity
morning,17.99,48.15,65.07,630.12,567.76,786.59,765.74,713.09,low,3856,heating_active,,Low Activity
morning,17.82,48.49,69.85,628.95,553.44,782.77,760.69,706.86,low,3856,maintenance_mode,,Moderate Activity
morning,16.84,54.23,121.59,589.1,502.21,891.68,729.98,669.41,,5820,eco_mode,bright,Low Activity
morning,19.13,47.24,72.17,628.71,538.54,781.16,747.56,687.71,low,3856,off,moderate,Low Activity
morning,19.35,47.73,75.02,628.89,522.41,780.14,735.96,678.61,low,3856,cooling_active,very_bright,Moderate Activity
night,20.94,57.07,128.2,556.32,437.28,706.83,,577.47,low,4761,cooling_active,bright,Low Activity
morning,19.42,57.26,108.09,602.04,474.42,555.97,683.65,618.42,medium,7241,cooling_active,very_bright,ModerateActivity
morning,19.35,48.79,81.79,614.65,521.93,770.48,727.81,671.02,low,3856,ventilation_only,bright,Moderate Activity
afternoon,16.21,45.3,67.82,606.12,549.58,778.34,741.02,676.78,,8052,heating_active,moderate,Low Activity
afternoon,21.97,54.34,103.19,557.39,482.83,724.27,679.98,614.1,,3592,OFF,bright,Low Activity
evening,22.07,45.61,117.54,,434.25,586.28,,628.37,low,5820,eco_mode,moderate,Low Activity
morning,19.7,49.55,88.69,622.96,502.44,762.67,725.88,662.15,low,3856,heating_active,bright,Low Activity
morning,19.86,49.25,94.77,618.19,521.46,765.21,,662.13,low,3856,eco_mode,bright,Low Activity
morning,292.87,53.99,119.58,578.05,481.0,722.77,553.37,636.99,low,7395,Maintenance_mode,very_bright,Low Activity
evening,295.62,47.47,122.55,589.42,406.46,707.95,671.65,567.36,,6847,MAINTENANCE_MODE,,Low Activity
morning,20.09,49.68,94.68,608.26,511.4,759.89,714.8,647.42,low,3856,maintenance_mode,very_bright,Moderate Activity
afternoon,21.17,47.01,109.16,581.63,439.33,712.35,669.7,608.18,medium,6431,eco_mode,dim,Low Activity
morning,292.36,52.01,95.69,612.37,508.54,755.85,706.29,645.1,,3856,ventilation_only,bright,Low Activity
morning,20.3,49.85,94.97,609.2,508.95,762.68,851.0,643.11,low,3856,heating_active,,High Activity
morning,19.23,52.27,95.59,611.55,503.18,753.19,736.22,655.59,,3856,heating_active,very_dim,Moderate Activity
morning,292.94,51.31,85.5,618.08,487.72,757.48,521.39,656.95,low,3856,eco_mode,,Moderate Activity
night,18.86,53.29,122.97,590.41,446.28,746.14,710.54,637.39,low,6847,off,very_dim,High Activity
evening,20.51,51.16,131.41,,444.36,717.31,,589.6,low,7963,heating_active,very_dim,Low Activity
morning,20.02,51.34,91.05,608.88,497.1,578.4,894.18,638.47,low,3856,off,bright,Moderate Activity
morning,19.48,52.51,92.7,607.77,506.1,757.47,706.37,639.82,low,3856,off,very_bright,ModerateActivity
morning,19.72,52.2,89.8,611.03,496.43,753.54,,638.41,low,3856,off,bright,Moderate Activity
morning,290.99,51.2,111.64,591.04,421.84,741.02,682.32,601.77,low,3418,maintenance_mode,bright,Low Activity
afternoon,19.4,53.3,87.41,610.31,476.34,754.98,702.08,627.44,medium,3856,off,very_bright,Low Activity
afternoon,22.55,51.99,100.66,573.54,462.94,703.92,653.0,584.99,low,1903,off,very_bright,Low Activity
evening,23.49,51.15,129.18,551.31,448.2,715.2,659.62,593.43,low,9385,ventilation_only,very_bright,Low Activity
afternoon,19.69,52.47,86.07,604.4,495.92,751.33,701.03,641.48,,3856,ventilation_only,bright,High Activity
afternoon,19.22,53.29,93.02,614.86,520.05,754.45,718.18,646.64,medium,3856,off,bright,Low Activity
evening,23.85,-39.82,119.72,542.75,446.02,630.11,,617.76,low,4703,cooling_active,,Low Activity
afternoon,24.38,47.91,109.29,541.86,394.99,720.95,644.01,562.79,medium,4703,cooling_active,bright,Low Activity
afternoon,18.72,53.71,75.56,617.11,540.78,758.01,,657.45,low,3856,cooling_active,very_bright,Moderate Activity
afternoon,21.33,51.32,101.89,564.07,504.7,706.11,642.34,587.22,,1903,heating_active,bright,Low Activity
afternoon,19.0,53.36,90.75,612.82,495.46,754.91,709.58,635.68,low,3856,off,,Low Activity
afternoon,18.84,54.3,94.73,608.43,460.24,745.8,700.76,634.08,,3856,heating_active,bright,Moderate Activity
afternoon,18.84,54.27,99.16,605.57,449.74,754.81,697.37,636.18,medium,3856,eco_mode,very_bright,Moderate Activity
night,18.82,53.44,125.07,592.89,459.55,741.37,,631.38,low,6847,eco_mode,,High Activity
evening,23.61,51.38,144.24,552.97,430.02,706.27,670.41,595.98,low,9385,VENTILATION_ONLY,very_bright,Low Activity
morning,19.71,59.1,131.35,548.87,474.18,703.01,637.25,563.55,medium,8936,heating_active,bright,Low Activity
afternoon,293.87,47.77,105.42,,423.97,716.14,670.12,594.03,medium,6431,maintenance_mode,very_bright,Moderate Activity
afternoon,18.74,52.62,72.93,627.33,548.85,775.71,730.48,687.48,low,3856,ventilation_only,bright,Low Activity
afternoon,18.85,52.01,60.78,617.75,551.5,775.67,738.79,686.92,low,3856,ECO_MODE,moderate,Moderate Activity
afternoon,18.73,52.16,71.25,,566.69,778.77,737.8,686.57,low,3856,ventilation_only,very_dim,ModerateActivity
afternoon,19.3,46.45,82.89,600.85,527.69,751.78,718.06,664.31,extremely low,6431,cooling_active,bright,Low Activity
morning,20.26,57.3,130.53,547.95,444.02,725.97,,604.13,,3592,cooling_active,bright,Low Activity
night,21.2,53.64,123.9,536.07,457.26,652.31,581.75,522.06,extremely high,7058,off,very_bright,Low Activity
evening,22.55,51.58,105.44,550.33,465.2,713.17,627.11,572.23,,4703,heating_active,,High Activity
afternoon,293.26,50.36,67.61,621.29,545.28,775.32,734.77,661.48,extremely low,3856,off,very_bright,Low Activity
morning,15.97,45.33,70.1,617.23,607.72,796.09,766.38,718.23,extremely low,1374,heating_active,,Low Activity
afternoon,20.4,50.52,78.37,622.48,508.81,768.41,,668.37,low,3856,off,very_bright,Moderate Activity
afternoon,20.29,51.09,76.92,611.08,516.27,767.14,734.29,667.16,low,3856,maintenance_mode,very_bright,Moderate Activity
afternoon,20.27,51.43,89.24,610.86,513.38,760.86,717.98,663.97,low,3856,OFF,bright,Low Activity
night,21.94,50.96,112.45,552.42,473.13,739.37,694.82,627.41,low,9241,ventilation_only,dim,Low Activity
evening,22.64,45.84,120.17,590.9,465.97,731.08,676.96,610.58,low,1374,off,moderate,Moderate Activity
afternoon,20.04,135.6,86.67,614.7,505.35,750.9,715.22,652.77,,3856,heating_active,moderate,Low Activity
evening,23.89,51.08,167.23,547.1,423.19,704.99,658.87,590.13,low,9385,cooling_active,very_bright,Low Activity
afternoon,20.2,52.27,83.08,609.96,502.07,749.25,707.95,657.03,low,3856,maintenance_mode,very_bright,Moderate Activity
afternoon,20.69,51.38,85.53,611.33,512.6,761.74,710.21,658.34,,3856,heating_active,bright,High Activity
afternoon,20.16,52.5,94.42,609.26,508.61,752.72,707.09,646.25,low,3856,off,bright,Low Activity
afternoon,20.7,50.96,107.78,581.21,483.34,730.48,,618.41,low,4507,heating_active,,Moderate Activity
afternoon,20.22,52.72,91.37,616.76,510.63,751.1,,649.9,low,3856,ventilation_only,very_dim,Low Activity
afternoon,20.46,51.99,89.68,606.33,508.99,755.02,707.19,645.19,low,3856,eco_mode,bright,Moderate Activity
afternoon,293.75,55.01,128.02,552.32,433.79,689.42,623.44,565.79,medium,7058,cooling_active,very_bright,Low Activity
afternoon,20.18,52.69,91.12,608.24,493.27,747.13,710.61,625.61,low,3856,eco_mode,,High Activity
afternoon,20.45,52.49,94.8,599.87,505.87,749.05,704.05,640.6,low,3856,maintenance_mode,very_bright,Moderate Activity
morning,17.22,50.65,118.82,581.46,498.28,740.94,701.41,639.87,low,2679,off,bright,Moderate Activity
afternoon,19.67,54.4,90.01,,501.66,749.43,893.82,631.0,low,3856,heating_active,moderate,Low Activity
afternoon,17.95,52.7,24.2,594.05,474.63,741.42,700.18,644.12,low,9658,heating_active,bright,Low Activity
afternoon,20.07,132.89,96.45,605.76,496.25,746.56,,638.36,low,3856,Cooling_Active,very_bright,High Activity
afternoon,20.03,53.67,99.66,608.14,494.96,740.67,711.17,637.67,low,3856,Heating_Active,,High Activity
afternoon,18.56,45.71,103.77,595.87,487.79,742.43,,646.99,medium,2679,eco_mode,moderate,Moderate Activity
afternoon,292.39,55.14,98.19,607.64,488.86,746.57,703.08,629.25,low,3856,off,bright,Moderate Activity
afternoon,19.17,55.52,99.28,611.29,499.52,747.18,711.09,642.94,,3856,cooling_active,,High Activity
evening,22.08,52.68,103.74,543.93,464.07,713.47,640.08,570.5,low,4703,maintenance_mode,,Low Activity
morning,292.0,48.06,76.88,574.14,555.42,763.88,732.56,678.7,low,2847,cooling_active,moderate,Moderate Activity
morning,18.35,45.29,76.58,614.13,524.75,780.85,,675.32,extremely low,8374,maintenance_mode,bright,Low Activity
morning,19.8,55.51,119.95,564.0,468.08,731.3,684.51,617.6,low,2847,cooling_active,very_bright,Moderate Activity
afternoon,19.65,49.71,71.5,619.67,554.61,769.6,732.86,690.02,low,3856,cooling_active,dim,Moderate Activity
afternoon,19.17,50.63,70.89,623.01,546.24,762.16,727.15,667.63,low,3856,ventilation_only,,Moderate Activity
afternoon,20.88,54.43,127.84,,435.12,690.11,624.59,555.69,medium,7058,ventilation_only,bright,Low Activity
afternoon,18.89,52.21,71.56,622.08,533.79,763.69,718.19,657.92,low,3856,cooling_active,very_bright,Low Activity
afternoon,291.86,53.05,76.24,620.51,531.23,756.85,805.19,654.72,low,3856,cooling_active,,Moderate Activity
afternoon,18.83,53.04,78.34,618.73,513.21,755.08,714.53,650.46,,3856,heating_active,,Moderate Activity
night,22.0,52.91,123.15,558.31,436.15,688.54,639.05,571.52,high,9385,Eco_Mode,dim,ModerateActivity
afternoon,18.94,53.18,76.64,,519.56,764.21,715.18,648.01,low,3856,Heating_Active,bright,Moderate Activity
night,19.65,50.93,118.7,589.06,447.66,743.05,708.65,634.82,low,9658,cooling_active,bright,Moderate Activity
afternoon,19.08,53.35,83.83,617.4,505.18,760.87,714.09,633.91,low,3856,off,very_bright,Moderate Activity
morning,20.16,49.06,77.29,597.04,535.37,750.25,711.48,647.79,extremely low,4507,maintenance_mode,moderate,High Activity
afternoon,21.05,49.44,83.17,614.26,506.75,750.55,711.44,640.21,low,3856,cooling_active,very_bright,Moderate Activity
evening,25.64,48.38,117.78,547.71,476.03,680.65,,542.2,medium,6817,maintenance_mode,very_bright,Moderate Activity
afternoon,18.27,53.64,79.42,595.93,532.98,755.4,719.29,658.78,low,5172,eco_mode,moderate,Moderate Activity
morning,17.66,55.07,114.9,408.6,482.0,800.68,759.45,668.09,,4703,eco_mode,,Low Activity
afternoon,295.34,48.31,88.49,606.78,496.03,575.47,705.71,623.71,low,3856,heating_active,,High Activity
morning,289.62,44.76,75.01,610.77,438.93,776.15,,649.13,low,3418,Ventilation_only,very_bright,Low Activity
afternoon,22.42,48.63,91.04,607.64,501.43,742.49,689.68,628.16,low,3856,eco_mode,,Low Activity
evening,22.53,48.56,83.63,606.55,511.08,737.6,694.92,617.67,,3856,cooling_active,very_bright,High Activity
evening,295.81,48.62,90.47,606.54,490.24,745.05,,629.22,,3856,heating_active,moderate,Low Activity
night,18.88,48.56,124.97,586.26,466.83,733.12,679.73,604.35,low,2679,eco_mode,dim,Low Activity
evening,24.48,49.23,110.89,594.61,450.68,701.58,544.93,579.03,low,9127,eco_mode,moderate,Low Activity
afternoon,297.2,50.22,104.26,552.66,473.19,710.17,678.61,602.23,low,5214,cooling_active,very_bright,Low Activity
evening,23.29,47.79,94.26,608.44,499.29,744.34,679.75,604.42,low,3856,heating_active,very_dim,Moderate Activity
night,21.76,52.41,121.68,540.21,412.03,654.66,586.28,511.77,extremely high,7058,ventilation_only,bright,Low Activity
night,21.26,57.47,117.54,543.29,459.45,713.63,668.83,612.59,low,5214,HEATING_ACTIVE,,Low Activity
evening,23.5,47.73,95.68,606.93,481.94,735.82,701.76,610.95,low,3856,eco_mode,,Moderate Activity
evening,23.48,196.61,94.23,611.63,492.44,737.16,,613.39,low,3856,ventilation_only,,Moderate Activity
evening,23.9,47.23,93.56,604.31,495.16,741.53,684.88,611.61,low,3856,eco_mode,very_bright,Low_Activity
evening,24.18,46.74,98.04,599.03,496.54,737.15,471.41,620.26,low,3856,COOLING_ACTIVE,dim,Moderate Activity
evening,24.28,46.57,95.73,606.71,492.8,735.32,679.26,614.45,,3856,cooling_active,,High Activity
evening,24.29,46.8,96.76,597.72,493.84,730.16,,609.14,low,3856,off,moderate,Low Activity
evening,24.51,46.34,98.43,600.81,494.75,727.62,681.41,606.44,low,3856,ventilation_only,very_bright,High Activity
evening,24.37,46.79,99.35,602.35,486.6,739.85,681.07,615.31,low,3856,HEATING_ACTIVE,moderate,Moderate Activity
evening,24.57,46.39,87.15,607.06,489.14,728.82,689.11,610.45,,3856,cooling_active,,Low Activity
evening,24.35,46.98,104.63,603.55,492.71,728.47,,615.41,low,3856,off,very_bright,Moderate Activity
evening,24.32,47.06,106.66,601.4,488.45,729.77,,613.26,low,3856,maintenance_mode,bright,Low Activity
evening,24.1,47.78,96.86,601.93,494.49,729.55,681.39,588.35,low,3856,off,bright,Moderate Activity
evening,24.08,47.79,101.13,599.76,491.75,735.43,682.69,615.15,low,3856,cooling_active,,Moderate Activity
evening,24.21,133.66,95.79,601.43,479.3,730.32,678.72,609.39,low,3856,cooling_active,very_bright,High Activity
evening,24.18,47.63,93.33,602.02,473.95,722.38,679.64,609.69,,3856,off,very_bright,Low Activity
evening,24.19,188.42,99.03,603.02,483.28,725.24,691.56,595.64,low,3856,heating_active,very_bright,Moderate Activity
night,19.57,53.21,127.02,586.52,431.63,733.63,680.89,607.07,,6847,off,very_dim,Low Activity
night,19.4,50.43,107.55,592.92,441.72,897.82,687.36,632.05,low,2105,Eco_mode,bright,Low Activity
night,21.84,52.16,99.47,,466.32,588.43,646.15,579.8,low,4703,ventilation_only,very_bright,Low Activity
morning,19.06,53.15,99.79,552.94,499.97,747.29,708.27,644.87,low,9241,maintenance_mode,very_bright,High Activity
morning,17.6,45.18,65.01,629.07,605.83,630.04,,705.6,,5693,maintenance_mode,dim,Low Activity
evening,298.68,46.27,114.17,602.44,345.94,713.12,,573.98,medium,3856,eco_mode,bright,Low Activity
morning,20.04,54.62,100.58,548.34,488.35,695.76,,562.45,,1458,eco_mode,,High Activity
morning,18.86,48.97,78.51,598.45,502.93,745.04,719.15,639.75,low,7395,heating_active,dim,Moderate Activity
evening,25.51,45.27,100.94,593.62,374.76,713.03,672.38,599.8,,3856,maintenance_mode,bright,Low Activity
afternoon,18.54,52.91,104.59,561.24,479.09,706.33,,560.25,low,7058,heating_active,moderate,Low Activity
evening,25.26,45.82,-4.35,601.12,332.33,713.94,665.57,591.71,,3856,eco_mode,bright,High Activity
evening,25.32,46.53,113.1,572.38,444.39,718.92,668.9,610.02,low,4507,eco_mode,,Low Activity
evening,24.97,46.87,100.4,599.06,376.88,821.12,,598.53,medium,3856,maintenance_mode,,Low Activity
evening,24.88,47.2,111.29,599.68,367.76,719.19,657.16,597.42,medium,3856,eco_mode,,Low Activity
evening,25.06,46.9,106.64,602.69,373.31,712.26,,599.71,,3856,off,bright,Low Activity
morning,17.17,52.73,84.26,607.21,532.18,762.25,711.91,647.67,low,9658,maintenance_mode,,Moderate Activity
afternoon,22.29,46.73,82.12,560.7,481.19,616.19,701.46,652.74,extremely low,4703,cooling_active,bright,Moderate Activity
morning,290.76,51.82,124.98,585.35,488.44,745.29,704.08,655.04,low,9184,eco_mode,bright,Moderate Activity
afternoon,18.97,52.83,223.58,552.69,462.83,681.3,,544.8,medium,7058,heating_active,dim,Low Activity
evening,25.62,45.34,111.03,595.57,399.37,714.31,678.42,583.48,medium,3856,eco_mode,very_dim,Low Activity
evening,25.46,45.47,103.13,596.99,389.3,713.95,668.06,592.48,medium,3856,maintenance_mode,very_bright,Low Activity
evening,25.35,45.6,105.32,597.74,393.78,718.18,802.68,587.47,medium,3856,Cooling_Active,very_bright,Low Activity
evening,25.58,45.13,108.54,601.2,411.04,682.74,596.11,523.25,medium,3856,ECO_MODE,dim,High Activity
morning,20.42,57.43,132.04,559.17,462.43,716.01,665.01,590.52,low,4761,off,,Low Activity
night,20.49,57.04,117.56,548.78,460.61,632.31,680.29,603.74,low,3592,maintenance_mode,dim,Low Activity
evening,24.53,47.51,110.61,599.16,395.12,669.43,,502.49,,3856,ventilation_only,very_bright,Low Activity
evening,297.38,47.93,113.49,598.76,389.1,667.65,575.81,494.3,,3856,heating_active,very_bright,Low Activity
afternoon,18.41,48.78,98.49,599.33,478.52,746.98,,641.93,extremely low,3418,cooling_active,very_bright,Low Activity
morning,17.27,53.08,130.63,576.99,481.75,723.48,673.41,608.6,medium,9184,cooling_active,bright,Moderate Activity
afternoon,18.46,53.49,79.11,589.62,475.06,741.39,709.57,623.08,extremely low,5172,off,bright,Low Activity
evening,22.3,51.86,124.94,537.84,405.63,631.26,570.25,496.37,extremely high,7058,heating_active,,Low Activity
evening,22.36,46.67,126.92,586.63,436.76,722.57,,623.04,medium,1374,eco_mode,very_dim,Low Activity
evening,23.63,49.03,110.48,603.04,411.59,679.37,599.63,518.54,medium,3856,cooling_active,bright,High Activity
evening,23.47,49.29,105.25,598.24,407.63,688.54,,533.43,low,3856,maintenance_mode,very_bright,Low Activity
evening,296.23,50.01,104.45,595.36,412.4,685.03,,528.42,low,3856,off,very_dim,Low Activity
night,23.02,49.53,113.72,573.71,419.47,720.91,673.69,611.1,medium,1826,cooling_active,,Low Activity
afternoon,21.14,51.37,219.98,582.36,466.71,729.23,681.4,617.15,,7395,Ventilation_only,very_bright,Low_Activity
morning,18.9,-31.8,79.77,585.11,527.87,753.14,718.43,652.21,low,3074,heating_active,very_bright,Moderate Activity
evening,22.28,51.73,104.25,601.65,421.71,679.94,608.39,525.19,medium,3856,heating_active,moderate,Low Activity
evening,22.32,51.82,103.04,596.52,405.97,693.79,,528.74,medium,3856,COOLING_ACTIVE,dim,Low Activity
morning,16.94,50.98,115.48,585.08,492.01,740.17,701.98,645.38,low,2679,off,very_bright,High Activity
evening,22.04,52.56,104.42,603.37,401.56,683.4,598.22,535.05,,3856,heating_active,,Low Activity
