Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level
0,20.21,54.82,117.72,556.7,455.31,723.33,679.912,607.93,1,High Activity
0,20.01,51.85,101.08,552.45,487.55,744.0,702.32,643.78,1,Moderate Activity
0,19.79,56.63,133.6,561.49,388.93,697.13,658.49,560.22,2,Low Activity
0,21.24,54.14,97.79,605.47,409.27,703.43,629.442,545.45,2,Low Activity
0,21.07,54.35,107.75,598.6,405.87,702.71,620.4,542.52,2,Low Activity
0,21.12,54.15,201.63,600.14,412.95,688.01,618.76,545.34,2,Low Activity
0,21.2,54.04,100.9,604.62,418.74,568.57,626.68,554.11,2,Low Activity
0,20.99,54.46,102.26,598.96,421.98,701.82,637.37,560.96,2,Low Activity
1,19.58,52.96,109.11,576.16,404.51,702.01,626.36,566.41,2,Low Activity
0,22.26,53.85,132.13,559.83,415.94,694.69,632.08,562.85,2,Low Activity
0,22.92,50.41,119.54,578.93,428.19,700.62,685.8199999999999,570.33,1,Low Activity
0,20.68,55.38,111.03,600.46,418.34,695.35,626.54,546.78,2,Low Activity
0,20.66,55.34,102.65,597.5,420.91,698.69,620.97,550.53,2,Moderate Activity
1,19.76,55.04,106.4,556.71,496.74,711.63,662.4,583.64,2,Low Activity
0,20.7,54.82,102.8,594.8,413.96,702.27,632.45,554.21,2,Low Activity
0,20.63,54.93,103.18,596.64,427.2,706.22,630.56,549.97,2,Low Activity
0,20.56,55.09,105.79,599.48,438.51,704.82,636.46,567.4,2,Moderate Activity
0,20.53,55.01,107.61,595.81,431.36,708.93,646.38,561.32,2,Low Activity
0,20.51,54.99,109.34,606.98,426.23,707.13,637.63,556.94,2,Low Activity
0,20.42,55.28,108.23,596.7,442.08,701.47,650.4440000000001,559.01,2,Low Activity
0,20.46,55.32,108.05,602.09,437.24,877.52,636.61,551.15,2,Low Activity
0,20.16,56.08,106.44,596.16,441.28,712.9,640.64,555.69,2,Low Activity
2,20.42,52.22,93.88,608.1,508.8,885.85,704.848,639.07,1,Low Activity
0,20.08,56.23,108.56,578.93,433.93,707.82,643.39,559.29,2,Low Activity
1,18.94,55.85,117.02,578.93,514.18,740.69,699.05,613.98,1,Moderate Activity
0,20.18,55.85,106.34,600.15,440.45,716.13,685.396,573.14,2,Low Activity
3,24.6,51.07,117.41,542.18,472.93,854.01,658.1220000000001,525.34,2,Low Activity
2,18.87,49.95,121.34,579.49,496.08,725.26,677.35,605.68,2,Low Activity
0,20.64,44.88,113.75,586.18,446.32,569.74,662.458,586.69,2,Low Activity
2,22.16,47.03,95.62,597.51,489.57,873.55,687.93,626.81,1,Low Activity
1,19.69,59.18,128.9,549.89,484.8,733.11,696.91,628.78,1,High Activity
3,23.51,50.66,118.56,559.66,447.19,712.84,665.67,615.55,1,Low Activity
0,20.36,53.35,94.97,607.54,444.77,725.05,677.42,592.58,1,Moderate Activity
0,20.01,55.39,113.72,599.71,447.96,727.63,804.0,572.43,1,Moderate Activity
0,20.65,47.85,108.66,591.54,372.42,701.46,631.84,536.8,2,Low Activity
0,19.79,55.89,109.72,599.99,452.99,719.54,660.13,573.74,1,Low Activity
0,19.64,56.24,108.22,596.19,450.12,722.35,649.29,575.41,1,Low Activity
0,19.57,56.41,108.59,604.72,462.2,713.52,651.83,575.83,1,Moderate Activity
0,19.57,56.19,106.35,598.26,462.11,727.02,653.21,587.34,1,High Activity
0,19.65,55.95,110.75,603.62,453.01,725.95,654.96,571.6,1,Moderate Activity
0,19.58,56.14,110.39,598.38,467.77,717.6,651.86,591.85,1,Low Activity
0,20.04,48.42,118.29,582.62,474.78,736.89,694.94,628.88,1,Low Activity
0,19.47,56.27,109.77,604.57,461.92,718.63,652.24,581.55,1,High Activity
0,19.56,55.91,111.59,600.32,469.38,721.5,663.2,589.29,1,Low Activity
3,21.71,51.78,97.86,578.93,487.98,732.8,694.79,630.04,1,Moderate Activity
0,19.67,55.66,106.08,605.68,458.08,721.43,701.642,580.02,1,Moderate Activity
2,20.56,44.97,85.29,595.8,503.46,753.44,716.004,660.89,1,Moderate Activity
0,19.35,56.46,105.8,598.76,456.68,720.78,659.71,591.19,1,Moderate Activity
0,19.36,56.44,115.91,601.96,463.89,733.08,679.1120000000001,592.86,1,Moderate Activity
0,19.02,53.37,122.09,586.79,449.5,738.99,692.856,619.69,1,Moderate Activity
0,19.31,56.5,109.43,602.8,469.95,722.84,658.85,592.53,1,High Activity
0,19.29,56.53,111.3,601.91,476.47,726.86,659.5,587.47,1,High Activity
0,19.28,56.5,105.87,598.59,463.74,722.19,650.032,576.57,1,Moderate Activity
1,18.69,56.38,105.73,594.22,505.21,743.22,696.9,622.19,1,Moderate Activity
1,16.87,49.52,114.72,585.96,498.63,744.45,715.32,648.92,2,Moderate Activity
0,19.24,56.35,110.76,578.93,468.98,732.56,663.04,601.5,1,Moderate Activity
1,19.22,56.38,111.77,595.55,478.56,725.1,664.16,597.14,1,High Activity
1,18.3,51.1,94.05,567.38,500.46,721.92,670.8,612.58,2,High Activity
1,16.19,48.71,61.24,613.62,621.13,786.23,755.11,713.43,0,Moderate Activity
1,19.16,56.57,101.63,598.68,481.22,725.82,671.2180000000001,583.73,1,Low Activity
0,19.57,56.19,106.35,598.26,462.11,727.02,653.21,587.34,1,High Activity
1,19.07,56.8,111.99,596.42,479.23,728.48,672.192,594.12,1,Low Activity
1,19.72,53.99,119.58,578.05,481.0,722.77,665.224,636.99,1,Low Activity
2,22.93,48.58,110.77,581.4,457.32,723.92,677.1220000000001,605.92,1,Moderate Activity
0,17.97,52.2,124.22,583.09,491.74,756.27,744.1419999999999,646.58,0,Low Activity
0,20.8,55.06,113.33,601.55,413.59,701.84,630.69,563.78,2,Low Activity
1,18.95,56.99,113.04,604.95,480.52,729.17,671.99,596.0,1,High Activity
1,18.92,56.92,110.51,600.69,493.23,736.37,669.45,606.63,1,Low Activity
1,18.96,56.72,196.51,603.46,485.44,730.53,668.08,598.08,1,High Activity
1,18.95,56.76,108.85,602.58,507.22,830.62,686.4159999999999,614.35,1,High Activity
1,20.14,57.45,131.42,558.73,460.68,716.52,681.99,604.58,1,Low Activity
1,19.0,56.33,111.39,596.37,490.47,727.19,674.06,607.86,1,Low Activity
2,22.71,52.15,100.11,567.43,420.93,644.96,570.51,503.79,2,Low Activity
1,17.59,47.27,78.57,617.46,502.05,780.4,734.51,678.24,0,Moderate Activity
1,19.14,55.72,111.23,597.85,486.36,734.86,677.7439999999999,613.72,1,High Activity
1,19.44,54.71,109.76,605.31,482.22,735.2,673.5960000000001,595.18,1,Moderate Activity
0,22.54,51.76,142.26,570.56,448.32,703.62,646.57,575.68,2,Low Activity
0,23.37,48.94,120.32,566.7,382.49,676.82,638.488,552.27,3,Low Activity
1,18.85,48.71,97.7,603.92,517.27,758.94,668.4739999999999,653.9,1,Moderate Activity
0,20.97,58.16,123.83,541.0,472.69,717.5,717.538,603.35,1,Low Activity
1,18.54,42.38,69.12,624.4,553.4,787.45,767.33,695.66,1,Moderate Activity
1,18.46,41.48,67.5,624.89,570.12,785.42,757.97,697.25,0,Moderate Activity
2,17.67,47.21,94.96,598.36,386.96,748.79,730.47,637.4,2,High Activity
2,19.44,50.14,90.56,607.12,466.02,762.67,717.43,656.98,1,Low Activity
2,18.91,52.99,125.27,553.46,453.02,836.05,819.56,541.11,2,Low Activity
0,20.42,55.58,137.1,554.9,353.54,686.74,627.47,540.68,2,Low Activity
2,23.23,50.61,122.67,574.0,401.08,672.86,582.65,526.21,2,Low Activity
1,17.69,40.72,56.89,629.61,610.51,804.54,767.48,735.8,0,Moderate Activity
1,17.7,41.27,59.15,633.14,604.05,805.48,771.16,710.34,0,Moderate Activity
1,17.61,42.68,57.33,628.91,606.48,797.74,769.28,730.31,0,Low Activity
1,18.87,43.28,62.82,578.93,582.83,787.05,774.9,710.02,0,Low Activity
1,18.93,44.55,69.94,628.58,565.39,791.15,755.5,698.37,0,Moderate Activity
1,19.34,44.4,68.16,624.48,565.06,787.43,747.39,696.02,0,Moderate Activity
1,19.5,44.63,70.18,623.67,547.66,779.01,736.27,689.84,0,Low Activity
1,18.94,46.58,75.59,623.83,532.11,774.53,730.2,681.3,0,Moderate Activity
0,17.74,49.9,113.18,586.95,492.99,739.71,701.96,633.82,1,High Activity
1,19.55,46.12,75.34,617.87,547.11,770.09,738.38,684.5,0,Low Activity
1,19.47,46.65,75.34,622.89,533.44,772.06,729.22,672.22,0,Moderate Activity
1,19.18,47.81,84.39,618.68,544.05,765.82,730.67,672.64,0,Moderate Activity
2,17.78,47.16,98.89,594.56,367.01,747.3,702.57,650.05,1,Moderate Activity
3,24.51,47.8,116.49,574.29,458.45,702.81,673.32,595.56,2,Low Activity
1,19.72,55.62,118.61,555.14,463.37,731.12,683.02,634.84,1,Low Activity
1,19.4,48.38,80.93,578.93,531.92,767.84,527.61,655.79,0,Low Activity
1,19.27,48.73,79.69,612.1,524.41,758.58,721.5,670.02,0,Moderate Activity
0,20.29,55.73,131.35,578.93,367.32,690.26,542.64,550.85,2,Low Activity
0,20.3,54.16,126.4,545.58,463.43,677.14,631.92,554.64,3,Low Activity
3,24.84,44.6,96.53,601.44,467.98,726.75,692.24,599.94,1,Moderate Activity
1,18.95,50.41,81.72,619.36,522.61,766.52,714.93,667.96,0,Moderate Activity
1,18.93,50.46,76.2,613.82,534.29,765.33,732.52,658.87,0,Moderate Activity
1,19.19,49.8,89.1,619.68,528.71,769.91,711.41,662.01,0,Moderate Activity
2,21.55,51.58,122.13,572.79,466.63,706.92,623.4440000000001,566.57,1,Moderate Activity
1,19.62,49.64,93.2,610.8,529.12,758.02,725.12,650.2,0,Low Activity
0,20.45,56.42,114.65,604.07,447.25,721.87,682.67,590.77,3,Low Activity
3,24.23,47.93,113.49,598.76,389.1,667.65,575.81,494.3,2,Low Activity
2,18.4,52.92,105.4,593.77,502.01,752.28,711.66,651.27,1,Low Activity
0,18.91,49.85,123.51,578.89,462.77,739.98,695.626,635.79,1,Low Activity
2,19.74,49.79,89.66,614.28,519.91,755.88,714.29,655.51,0,Low Activity
2,19.43,50.49,89.3,614.92,524.64,759.44,532.59,650.0,0,Low Activity
2,19.65,49.95,88.5,607.77,529.81,757.81,716.39,657.96,0,Low Activity
2,19.46,50.79,95.34,611.5,527.71,749.14,719.05,648.98,0,Moderate Activity
1,19.67,59.23,136.34,544.84,480.34,631.48,692.1199999999999,552.89,2,Low Activity
2,19.49,50.06,89.64,606.54,498.08,752.76,717.87,655.07,0,Moderate Activity
2,19.09,51.03,85.87,609.02,445.25,755.59,717.52,649.41,1,Moderate Activity
3,22.63,46.47,126.72,576.79,427.84,601.18,473.68,598.83,2,Low Activity
2,18.66,52.24,91.41,614.32,462.58,759.65,716.57,650.24,0,Low Activity
2,19.09,51.73,88.08,609.45,463.9,869.66,720.88,652.77,0,Moderate Activity
2,21.97,54.34,103.19,557.39,482.83,724.27,679.98,614.1,1,Low Activity
2,21.52,47.3,90.9,578.93,495.64,751.81,726.78,648.14,1,Moderate Activity
1,20.16,57.27,124.71,547.74,487.22,712.67,679.006,603.56,2,Low Activity
2,22.17,46.88,89.75,612.34,480.17,747.9,723.43,647.69,1,Moderate Activity
0,21.23,53.25,126.96,576.96,459.41,719.99,638.37,599.15,1,Moderate Activity
2,22.92,45.82,93.14,612.19,483.53,746.17,715.68,645.01,1,Low Activity
2,23.19,45.19,89.56,578.93,488.57,752.61,709.82,634.87,1,Low Activity
2,23.45,44.9,93.46,604.15,492.46,752.73,702.35,639.2,1,High Activity
2,23.08,46.03,94.4,607.79,495.99,748.35,700.13,637.81,1,Low Activity
2,23.62,46.82,128.34,588.71,470.18,743.13,707.97,628.27,1,Moderate Activity
2,15.58,46.03,74.81,596.85,545.31,607.08,800.01,666.61,1,Moderate Activity
2,23.34,45.94,101.78,605.54,459.99,753.87,712.97,637.14,1,High Activity
1,19.22,56.99,142.42,566.96,427.96,717.42,686.58,594.13,1,Low Activity
0,21.54,53.58,125.9,554.45,444.87,884.65,639.524,567.0,3,Low Activity
2,23.78,44.42,89.75,611.94,496.89,752.04,715.43,635.18,1,Moderate Activity
2,23.53,44.44,82.27,607.58,500.62,756.51,724.27,658.52,1,Moderate Activity
2,23.8,44.09,91.82,606.73,494.09,759.72,712.18,635.0,1,Moderate Activity
2,23.44,45.61,92.53,599.89,462.45,753.95,713.44,646.34,2,Low Activity
2,23.61,45.03,100.6,603.98,462.75,750.83,712.11,639.73,1,Moderate Activity
0,20.24,55.82,110.21,599.38,426.92,703.93,636.73,549.34,2,Low Activity
2,24.3,44.1,91.38,610.8,488.57,881.33,727.26,642.69,1,High Activity
2,24.84,43.3,91.46,578.93,461.32,747.79,706.0600000000001,639.03,1,Low Activity
3,21.31,49.02,122.33,589.12,428.47,698.58,628.69,562.26,2,Low Activity
2,24.8,43.77,91.02,612.12,465.24,751.35,711.19,648.9,1,Low Activity
2,24.97,43.52,91.39,613.77,461.55,748.95,713.45,622.43,1,Moderate Activity
2,25.17,43.17,88.82,609.71,463.38,737.98,898.91,625.41,1,High Activity
2,25.2,43.1,93.34,613.19,470.22,737.77,691.7239999999999,628.22,1,Low Activity
2,16.36,48.43,97.13,598.05,508.12,760.96,488.62,665.4,1,Moderate Activity
3,24.22,49.52,109.9,551.73,450.24,728.38,670.76,615.33,1,Low Activity
2,22.71,49.44,105.04,535.03,525.76,768.65,724.76,650.3,1,High Activity
2,24.59,44.03,96.41,604.12,473.57,731.72,702.16,632.83,1,Moderate Activity
2,24.3,44.81,93.65,604.16,476.61,744.15,700.47,628.93,1,Low Activity
1,16.35,50.2,112.5,580.07,515.32,747.39,527.75,640.34,1,Moderate Activity
2,23.98,45.35,100.07,604.97,455.58,747.16,702.406,627.12,1,Moderate Activity
2,24.33,44.6,99.29,601.85,469.66,833.17,713.14,625.53,1,High Activity
3,23.03,45.03,90.32,561.96,520.39,607.82,702.66,658.31,1,Low Activity
0,21.21,51.57,103.88,555.28,477.82,746.57,703.43,638.72,1,Moderate Activity
2,25.15,43.3,98.22,602.0,450.4,740.02,688.838,622.87,1,Moderate Activity
2,18.16,54.02,85.88,592.74,547.74,754.62,721.29,666.88,0,Moderate Activity
2,24.78,44.08,94.92,578.93,454.38,738.73,696.27,616.83,1,Moderate Activity
2,24.67,44.45,97.5,607.03,446.58,730.58,646.068,616.26,1,Moderate Activity
2,17.93,46.35,63.68,626.21,602.77,781.91,765.82,700.04,0,Moderate Activity
2,24.35,48.95,148.08,565.87,382.45,686.74,645.51,553.49,2,Low Activity
2,24.52,44.59,97.68,604.42,439.63,731.21,678.93,614.35,1,Low Activity
2,24.36,44.91,101.97,612.04,440.65,722.0,690.27,615.58,1,High Activity
3,23.67,46.46,99.16,604.31,456.45,726.19,635.0899999999999,601.93,1,Moderate Activity
3,24.2,45.75,105.78,601.65,462.53,729.33,694.35,617.54,1,Moderate Activity
0,21.15,52.19,125.32,571.72,424.2,726.89,670.51,596.64,1,Low Activity
1,19.9,58.34,129.67,548.75,467.21,686.68,610.34,548.65,2,Low Activity
3,24.88,47.32,98.74,601.61,448.05,711.83,622.38,579.6,1,Low Activity
3,24.55,46.78,99.44,599.43,447.67,715.74,676.53,589.99,1,Moderate Activity
3,24.54,46.42,107.73,598.55,442.96,716.34,686.94,605.17,1,Moderate Activity
3,24.3,46.81,107.51,600.1,467.65,725.03,659.442,585.04,1,Moderate Activity
3,24.02,47.45,102.48,603.72,459.14,715.63,667.2879999999999,589.0,1,Moderate Activity
3,24.08,47.24,100.87,604.63,437.82,720.54,677.98,587.21,1,High Activity
3,24.76,45.31,111.05,601.84,476.82,722.4,672.25,589.37,1,Low Activity
0,20.05,48.86,114.98,587.5,446.34,744.14,844.37,645.46,1,High Activity
3,21.66,48.57,147.32,570.48,427.49,702.27,660.56,589.33,3,Moderate Activity
3,24.31,46.63,101.36,598.5,459.98,717.61,672.64,590.35,1,Moderate Activity
3,24.56,46.23,104.22,597.18,458.2,719.26,674.72,592.1,1,Moderate Activity
3,24.82,45.57,107.46,598.95,458.4,718.37,670.18,586.28,1,Low Activity
3,25.04,45.05,100.45,597.43,477.23,714.9,671.85,592.42,1,Moderate Activity
1,20.22,56.98,126.56,550.86,478.84,713.73,667.96,593.56,2,Low Activity
3,24.22,46.43,100.96,603.27,470.14,596.13,662.868,588.91,1,Moderate Activity
3,23.07,50.08,125.35,548.05,455.42,896.72,651.0,587.61,2,Low Activity
0,20.06,55.37,135.13,578.93,458.9,702.7,833.6,593.26,1,Low Activity
3,23.34,52.91,147.94,557.05,426.12,658.36,579.29,510.21,3,Low Activity
3,23.85,47.95,134.95,591.77,463.34,708.06,669.49,570.68,2,Low Activity
3,23.92,46.81,120.67,599.12,466.2,718.68,684.55,593.73,1,High Activity
2,16.86,46.12,85.16,590.81,436.11,739.87,705.77,634.27,1,Moderate Activity
2,18.91,53.32,102.34,563.6,503.14,701.22,613.25,545.94,2,Low Activity
3,24.67,45.36,97.65,602.54,487.58,722.15,631.644,599.26,1,Moderate Activity
1,16.74,50.48,85.12,608.79,580.31,772.3,739.19,687.43,0,Moderate Activity
1,18.45,53.55,72.23,567.44,569.73,751.45,726.146,658.57,0,Moderate Activity
0,19.99,50.87,113.19,578.93,431.74,729.17,693.38,618.7,2,Moderate Activity
0,22.27,50.5,100.61,554.58,458.01,578.54,682.4,639.71,1,Moderate Activity
2,17.56,56.2,111.88,592.0,507.34,759.03,714.01,631.01,1,Low Activity
3,23.87,47.47,108.74,598.82,379.31,713.05,670.26,593.53,1,Low Activity
3,23.28,48.65,105.07,601.92,401.88,716.19,679.16,603.65,1,Low Activity
3,21.76,47.39,111.29,597.04,453.5,732.41,686.57,614.33,2,Moderate Activity
3,23.44,51.22,138.83,570.77,348.78,662.3,600.99,537.4,2,Low Activity
3,25.23,44.91,115.3,597.46,386.58,601.47,661.45,587.21,2,Low Activity
3,23.33,49.73,126.09,547.99,385.14,623.4,557.77,477.41,4,Low Activity
3,24.81,45.89,110.64,604.28,398.65,715.41,660.84,584.66,1,Low Activity
3,25.19,45.17,103.97,597.73,406.0,717.48,709.5820000000001,580.88,1,Low Activity
3,25.19,45.5,107.8,600.16,393.07,709.7,658.97,577.05,1,Low Activity
3,25.07,45.59,106.7,595.43,420.18,710.43,655.36,574.41,1,Low Activity
2,17.17,46.53,89.19,590.34,447.01,740.0,694.6,633.19,1,Moderate Activity
2,18.38,52.3,91.26,593.49,516.13,751.36,717.16,651.59,0,Moderate Activity
2,19.74,47.33,106.4,599.54,551.69,760.22,719.4000000000001,635.57,0,Moderate Activity
3,23.7,47.36,100.65,596.94,418.18,703.37,830.56,571.51,1,Low Activity
0,18.34,53.92,140.41,579.24,481.38,735.52,899.87,617.58,1,Low Activity
3,23.29,48.63,97.54,578.93,430.78,707.86,634.472,564.34,1,Low Activity
3,23.02,48.99,96.0,608.29,436.47,708.6,672.67,573.95,1,Moderate Activity
3,22.56,47.67,151.24,574.7,434.82,898.11,672.21,591.68,2,Moderate Activity
3,22.32,49.91,92.24,611.06,446.74,717.81,666.01,569.97,1,Moderate Activity
0,20.28,53.18,121.08,574.44,422.35,723.73,684.08,607.94,1,Moderate Activity
3,22.2,49.94,86.4,604.34,439.56,709.87,656.3839999999999,581.41,1,Low Activity
0,21.68,46.78,107.46,589.41,375.77,683.55,607.63,522.51,2,Low Activity
2,17.27,47.65,66.13,618.12,538.21,778.25,477.6,672.96,0,Low Activity
0,20.98,52.41,92.38,608.12,438.88,723.95,684.29,582.2,1,High Activity
0,20.83,52.75,89.81,597.85,445.6,720.13,498.0,590.31,1,Low Activity
2,18.88,50.83,103.39,595.5,476.39,739.2,699.16,639.87,1,Low Activity
1,16.88,49.22,65.95,618.67,564.6,785.08,751.51,696.91,1,Moderate Activity
2,21.28,52.17,122.28,573.85,467.76,713.68,640.77,568.8,1,Low Activity
1,16.84,45.23,78.51,607.48,479.31,776.08,725.9379999999999,657.03,0,Moderate Activity
0,20.46,53.21,95.21,606.11,458.01,726.04,684.46,597.96,1,Moderate Activity
0,20.48,53.08,96.54,612.93,443.56,722.36,671.19,598.04,1,Moderate Activity
0,20.37,53.23,95.56,606.59,437.25,727.07,683.31,585.37,1,Low Activity
0,20.34,53.24,95.1,610.13,452.26,724.85,901.36,610.34,1,Low Activity
0,20.51,55.45,142.79,565.1,349.57,857.72,627.21,557.0,2,Low Activity
0,20.2,53.36,93.54,603.93,455.1,729.16,471.87,602.22,1,Low Activity
0,20.12,53.36,100.99,600.28,464.87,721.14,680.89,606.08,1,Moderate Activity
0,20.24,53.01,93.66,600.11,455.84,731.5,637.592,609.51,1,Moderate Activity
0,20.16,53.08,179.9,602.92,466.08,727.88,684.3639999999999,611.96,1,Moderate Activity
0,19.99,53.5,97.04,600.15,462.22,733.79,691.46,611.25,1,Moderate Activity
0,19.99,53.49,99.48,598.71,466.91,727.31,720.9060000000001,615.55,1,Moderate Activity
2,24.43,52.22,116.49,542.74,476.79,700.08,648.0840000000001,586.5,1,Low Activity
0,19.68,54.37,103.25,598.48,464.39,729.68,683.9300000000001,606.69,1,Moderate Activity
0,19.7,54.29,100.98,603.55,469.45,731.76,704.42,612.59,1,High Activity
0,19.62,54.52,96.55,606.36,467.47,736.64,701.11,615.65,1,Moderate Activity
0,19.61,54.54,102.2,602.72,485.87,741.14,682.75,615.23,1,Moderate Activity
0,19.55,54.7,103.08,599.02,466.06,748.1,684.6,610.03,1,High Activity
0,19.71,54.3,104.39,600.37,479.64,735.43,697.004,624.58,1,High Activity
3,22.42,44.68,111.13,587.18,424.98,735.63,689.16,639.35,1,Low Activity
3,24.01,44.89,102.04,599.07,460.38,740.24,467.85,619.04,1,Low Activity
0,19.5,54.71,104.9,601.94,477.74,734.43,699.86,625.38,1,Low Activity
1,17.16,40.96,55.32,630.56,587.27,794.03,762.7,722.1,0,Low Activity
2,19.26,45.61,77.21,601.24,548.97,754.25,720.82,665.99,0,Moderate Activity
0,19.34,54.88,108.11,600.69,456.32,744.49,702.03,626.71,1,Low Activity
0,19.23,55.14,110.72,599.96,476.61,732.6,552.87,636.27,1,High Activity
3,23.38,44.87,115.39,585.57,420.7,720.88,661.39,597.92,1,High Activity
0,19.15,55.35,107.58,597.74,481.32,748.55,697.91,632.44,1,Low Activity
3,23.69,49.37,107.56,579.75,470.63,730.15,680.9,600.76,1,Low Activity
0,18.97,55.74,106.98,599.61,485.32,732.91,700.81,614.2,1,Moderate Activity
3,23.67,44.07,112.26,585.92,490.48,732.96,692.88,620.65,1,Moderate Activity
0,18.9,55.94,105.67,599.96,481.32,735.92,700.34,614.52,1,Moderate Activity
2,19.64,51.34,137.84,575.0,451.58,722.28,673.9,599.39,2,Low Activity
0,18.82,56.13,104.71,598.87,489.58,739.73,697.4280000000001,635.28,1,Moderate Activity
2,16.17,48.19,81.4,613.55,579.47,776.23,751.53,690.21,0,Moderate Activity
0,18.88,55.89,108.8,599.91,491.35,738.35,698.65,632.9,1,High Activity
0,18.78,56.13,110.69,604.03,494.2,745.83,700.92,631.32,1,Low Activity
0,18.82,56.04,113.47,602.43,492.11,745.99,696.052,617.61,1,Low Activity
0,18.72,56.34,105.83,600.49,490.98,736.16,695.088,637.72,1,Low Activity
3,22.95,50.92,109.24,572.13,466.18,727.85,720.214,617.17,1,Moderate Activity
1,18.89,56.0,104.79,599.53,495.36,748.57,703.336,636.96,1,Moderate Activity
1,18.88,55.92,108.42,600.4,491.63,742.01,699.08,635.63,1,Moderate Activity
2,23.11,51.81,110.63,560.55,417.03,646.58,564.3199999999999,497.71,3,Low Activity
0,17.6,53.09,109.85,586.52,488.79,755.46,719.62,647.37,0,Low Activity
1,18.6,56.68,119.0,596.05,517.16,748.75,698.14,616.98,1,Low Activity
1,18.46,57.08,104.08,605.7,492.01,739.77,710.96,634.93,1,Low Activity
3,25.92,46.6,125.8,571.57,430.56,718.89,674.232,603.76,2,Low Activity
1,16.81,54.23,122.4,587.82,481.25,761.62,725.9799999999999,675.9,0,Moderate Activity
0,20.24,55.82,110.21,599.38,426.92,703.93,636.73,549.34,2,Low Activity
1,18.6,56.57,109.2,595.68,487.34,743.93,694.78,625.3,1,Low Activity
0,20.11,53.35,116.38,574.34,426.25,724.37,673.27,599.68,1,Moderate Activity
1,18.48,56.83,111.02,600.62,497.88,749.02,694.2180000000001,625.87,1,Moderate Activity
1,18.47,56.83,111.05,604.17,490.88,743.25,702.44,642.54,1,Low Activity
1,18.34,57.21,114.86,603.21,483.14,742.02,701.04,633.74,1,Low Activity
2,23.86,49.82,124.31,550.39,406.28,724.97,642.8439999999999,608.59,1,Low Activity
1,18.28,57.25,109.81,600.1,505.45,741.82,705.1,641.75,1,Moderate Activity
1,18.32,57.14,110.46,601.8,499.89,739.46,710.07,633.91,1,Low Activity
2,22.43,50.47,119.77,575.98,399.12,704.99,628.65,565.99,2,Low Activity
3,22.9,47.21,155.13,575.3,437.42,686.71,656.96,545.88,1,Low Activity
2,19.46,53.35,92.13,579.55,453.71,732.2,674.82,591.1,1,Low Activity
3,24.15,44.49,134.33,577.22,446.91,697.07,661.75,576.61,1,Low Activity
1,18.39,55.55,103.07,608.25,490.81,738.08,690.67,628.65,1,Moderate Activity
1,18.39,55.65,110.13,601.6,492.43,730.69,726.866,618.07,1,Moderate Activity
